3;1721729500617;"";"";"";
3;1721729695397;"";"";"";
3;1721927395599;"";"";"";
3;1722002327146;"";"";"";
3;1722249897071;"";"";"";
3;1722254394743;"";"";"";
3;1722254554923;"";"";"";
3;1722255508742;"";"";"";
3;1722263165959;"";"";"";
3;1722331563643;"";"";"";
3;1722337084588;"";"";"";
3;1722337290799;"";"";"";
3;1722337354974;"";"";"";
3;1722337642662;"";"";"";
3;1722337749392;"";"";"";
3;1722343984423;"";"";"";
3;1722351278971;"";"";"";
3;1722351605382;"";"";"";
3;1722353041859;"";"";"";
3;1722353362252;"";"";"";
3;1722356511457;"";"";"";
3;1722360595474;"";"";"";
3;1722360808777;"";"";"";
3;1722851450148;"";"";"";
3;1722865783483;"";"";"";
3;1722945218298;"";"";"";
3;1722948067605;"";"";"";
3;1722960199819;"";"";"";
3;1723021522873;"";"";"";
3;1723024769333;"";"";"";
3;1723026878432;"";"";"";
3;1723036286129;"";"";"";
3;1723459404583;"";"";"";
3;1723459994432;"";"";"";
3;1723466497799;"";"";"";
3;1723468213311;"";"";"";
3;1723476821205;"";"";"";
3;1723484153159;"";"";"";
3;1723537800209;"";"";"";
3;1723554420285;"";"";"";
3;1723554692156;"";"";"";
3;1723555527122;"";"";"";
3;1723557714799;"";"";"";
3;1723558003454;"";"";"";
3;1723558822541;"";"";"";
3;1723559186541;"";"";"";
3;1723559756337;"";"";"";
3;1723559884421;"";"";"";
3;1723560476932;"";"";"";
3;1723560631709;"";"";"";
3;1723561451248;"";"";"";
3;1723561530673;"";"";"";
3;1723561746116;"";"";"";
3;1723562119385;"";"";"";
3;1723562525965;"";"";"";
3;1723564282022;"";"";"";
3;1723564895812;"";"";"";
3;1723565051959;"";"";"";
3;1723565561106;"";"";"";
3;1723565844492;"";"";"";
3;1723566052759;"";"";"";
3;1723566570358;"";"";"";
3;1723626501352;"";"";"";
3;1723650491713;"";"";"";
3;1723650748576;"";"";"";
3;1723651097747;"";"";"";
3;1723654645507;"";"";"";
3;1723716897396;"";"";"";
3;1723734225265;"";"";"";
3;1723735337712;"";"";"";
3;1723736173623;"";"";"";
3;1723736703641;"";"";"";
3;1723738611532;"";"";"";
3;1723738775583;"";"";"";
3;1723740686463;"";"";"";
3;1723820959389;"";"";"";
3;1723823297204;"";"";"";
3;1724077940442;"";"";"";
3;1724082825814;"";"";"";
3;1740463798081;"";"";"";
3;1740473679735;"";"";"";
3;1740536232941;"";"";"";
3;1742899901749;"";"";"";
3;1742989861437;"";"";"";
3;1743176127938;"";"";"";
3;1743346228615;"";"";"";
3;1743488437724;"";"";"";
3;1743749514862;"";"";"";
3;1748839316396;"";"";"";
3;1748922371298;"";"";"";
3;1749023431178;"";"";"";
3;1749120426593;"";"";"";
3;1751259253172;"";"";"";
3;1753352146737;"";"";"";
3;1753667221246;"";"";"";
3;1753672026773;"";"";"";
3;1753689032360;"";"";"";
3;1753763510510;"";"";"";
3;1753778394964;"";"";"";
3;1753780166248;"";"";"";
